ID_SITIO;LOCALIDAD;PROVINCIA;POBLACION;PLAN;Latitud;Longitud
87;25 DE MAYO;BUENOS AIRES;23408;LOCALIDAD CONECTADA;-35,44298056;-60,17478889
96;9 DE JULIO;BUENOS AIRES;36494;LOCALIDAD CONECTADA;-35,44068889;-60,8725
101;ABASTO;BUENOS AIRES;7139;LOCALIDAD CONECTADA;-34,966463;-58,162949
109;ACEVEDO;BUENOS AIRES;1499;LOCALIDAD CONECTADA;-33,75574167;-60,43588889
132;AGUSTIN ROCA;BUENOS AIRES;334;LOCALIDAD CONECTADA;-34,508096;-60,871035
133;AGUSTINA;BUENOS AIRES;155;LOCALIDAD CONECTADA;-34,460904;-61,064061
139;ALBERDI VIEJO;BUENOS AIRES;318;LOCALIDAD CONECTADA;-34,44194444;-61,84444444
3763;ALFREDO DEMARCHI _EST F QUIROGA;BUENOS AIRES;1946;LOCALIDAD CONECTADA;-35,29379722;-61,40713333
216;AMERICA;BUENOS AIRES;11685;LOCALIDAD CONECTADA;-35,494459;-62,970023
271;ARGERICH;BUENOS AIRES;80;LOCALIDAD CONECTADA;-38,77061;-62,601599
273;ARIEL;BUENOS AIRES;16;LOCALIDAD CONECTADA;-36,53180278;-59,92035833
282;ARRECIFES;BUENOS AIRES;26400;LOCALIDAD CONECTADA;-34,06392883;-60,07180956
283;ARRIBEÑOS;BUENOS AIRES;2910;LOCALIDAD CONECTADA;-34,208346;-61,35876
292;ARROYO CORTO;BUENOS AIRES;514;LOCALIDAD CONECTADA;-37,51449676;-62,31076809
293;ARROYO DE LA CRUZ;BUENOS AIRES;243;LOCALIDAD CONECTADA;-34,34013645;-59,11324909
295;ARROYO DULCE;BUENOS AIRES;1715;LOCALIDAD CONECTADA;-34,09362778;-60,41030278
325;AYACUCHO;BUENOS AIRES;17364;LOCALIDAD CONECTADA;-37,14957222;-58,47072222
327;AZCUENAGA;BUENOS AIRES;312;LOCALIDAD CONECTADA;-34,36307825;-59,37655399
4023;AZUCENA;BUENOS AIRES;0;LOCALIDAD CONECTADA;-37,48694167;-59,293325
330;AZUL;BUENOS AIRES;55728;LOCALIDAD CONECTADA;-36,76994444;-59,85005556
332;BAHIA BLANCA;BUENOS AIRES;291327;LOCALIDAD CONECTADA;-38,75124167;-62,28297222
336;BAIGORRITA;BUENOS AIRES;1848;LOCALIDAD CONECTADA;-34,74771111;-60,98280833
342;BALCARCE;BUENOS AIRES;38376;LOCALIDAD CONECTADA;-37,84979167;-58,24926111
351;BALNEARIO LAGUNA DE GOMEZ;BUENOS AIRES;230;LOCALIDAD CONECTADA;-34,65590556;-61,0193
364;BANDERALO;BUENOS AIRES;1339;LOCALIDAD CONECTADA;-35,01091667;-63,37183333
368;BARADERO;BUENOS AIRES;28537;LOCALIDAD CONECTADA;-33,810287;-59,50957
396;BARRIO COLINAS VERDES;BUENOS AIRES;121;LOCALIDAD CONECTADA;-37,89308889;-57,82196944
409;BARRIO EL COYUNCO;BUENOS AIRES;374;LOCALIDAD CONECTADA;-37,91791944;-57,74728056
419;BARRIO EL TALADRO;BUENOS AIRES;155;LOCALIDAD CONECTADA;-35,0715;-58,86511111
441;BARRIO LA GLORIA;BUENOS AIRES;415;LOCALIDAD CONECTADA;-37,90758889;-57,78501111
452;BARRIO LOMAS ALTAS;BUENOS AIRES;61;LOCALIDAD CONECTADA;-35,58551111;-58,06786667
496;BARRIO SANTA PAULA;BUENOS AIRES;644;LOCALIDAD CONECTADA;-37,93163056;-57,68613889
521;BELLOCQ;BUENOS AIRES;542;LOCALIDAD CONECTADA;-35,919598;-61,534026
523;BENAVIDEZ;BUENOS AIRES;35870;LOCALIDAD CONECTADA;-34,41083333;-58,72027778
526;BENITO JUAREZ;BUENOS AIRES;14279;LOCALIDAD CONECTADA;-37,67955556;-59,81016667
531;BERDIER;BUENOS AIRES;177;LOCALIDAD CONECTADA;-34,39888889;-60,25111111
535;BERMUDEZ;BUENOS AIRES;72;LOCALIDAD CONECTADA;-34,69230556;-61,32461111
543;BERUTTI;BUENOS AIRES;1098;LOCALIDAD CONECTADA;-35,85957778;-62,51339722
551;BOCAYUVA;BUENOS AIRES;83;LOCALIDAD CONECTADA;-36,2045;-63,07622222
561;BRAGADO;BUENOS AIRES;33222;LOCALIDAD CONECTADA;-35,12833333;-60,47111111
601;CAMPANA;BUENOS AIRES;86860;LOCALIDAD CONECTADA;-34,18055556;-58,96888889
638;CAÑADA SECA;BUENOS AIRES;718;LOCALIDAD CONECTADA;-34,41813889;-62,95777778
642;CAÑUELAS;BUENOS AIRES;29974;LOCALIDAD CONECTADA;-35,025225;-58,73272778
650;CAPILLA DEL SEÑOR;BUENOS AIRES;9244;LOCALIDAD CONECTADA;-34,29258889;-59,10114444
659;CAPITAN SARMIENTO;BUENOS AIRES;13088;LOCALIDAD CONECTADA;-34,17188611;-59,79345
666;CARDENAL CAGLIERO;BUENOS AIRES;89;LOCALIDAD CONECTADA;-40,65080556;-62,75411111
667;CARHUE;BUENOS AIRES;9660;LOCALIDAD CONECTADA;-37,18036111;-62,76183889
670;CARLOS KEEN;BUENOS AIRES;557;LOCALIDAD CONECTADA;-34,48888889;-59,2175
671;CARLOS MARIA NAON;BUENOS AIRES;497;LOCALIDAD CONECTADA;-35,23848167;-60,824309
674;CARLOS TEJEDOR;BUENOS AIRES;5178;LOCALIDAD CONECTADA;-35,390125;-62,41308333
676;CARMEN DE ARECO;BUENOS AIRES;12775;LOCALIDAD CONECTADA;-34,38752778;-59,82036389
677;CARMEN DE PATAGONES;BUENOS AIRES;20533;LOCALIDAD CONECTADA;-40,78720833;-62,96825278
711;CASTILLA;BUENOS AIRES;689;LOCALIDAD CONECTADA;-34,61167778;-59,89820833
725;CAZON;BUENOS AIRES;209;LOCALIDAD CONECTADA;-35,57500833;-59,66033611
750;CHACABUCO;BUENOS AIRES;38418;LOCALIDAD CONECTADA;-34,62842222;-60,46585278
773;CHASCOMUS;BUENOS AIRES;33607;LOCALIDAD CONECTADA;-35,5737361;-58,0189694
774;CHASICO;BUENOS AIRES;203;LOCALIDAD CONECTADA;-38,335817;-62,644858
791;CHIVILCOY;BUENOS AIRES;58152;LOCALIDAD CONECTADA;-34,91888889;-59,99333333
843;COLON;BUENOS AIRES;23206;LOCALIDAD CONECTADA;-33,89786336;-61,09956051
887;COLONIA HINOJO;BUENOS AIRES;4033;LOCALIDAD CONECTADA;-36,865305;-60,160785
921;COLONIA SAN MARTIN;BUENOS AIRES;92;LOCALIDAD CONECTADA;-37,97597615;-62,33279726
964;CONESA;BUENOS AIRES;2066;LOCALIDAD CONECTADA;-33,592071;-60,357235
1004;CORONEL SUAREZ;BUENOS AIRES;23621;LOCALIDAD CONECTADA;-37,47297222;-61,92690833
1024;COUNTRY CLUB EL CASCO;BUENOS AIRES;452;LOCALIDAD CONECTADA;-34,12682778;-59,08610556
1031;CROTTO;BUENOS AIRES;247;LOCALIDAD CONECTADA;-36,57603333;-60,17097778
1045;CUCULLU;BUENOS AIRES;551;LOCALIDAD CONECTADA;-34,44530833;-59,36046944
1049;CURAMALAL;BUENOS AIRES;95;LOCALIDAD CONECTADA;-37,48565;-62,10691667
1050;CURARU;BUENOS AIRES;422;LOCALIDAD CONECTADA;-35,64127778;-62,19375
1057;DAIREAUX;BUENOS AIRES;12122;LOCALIDAD CONECTADA;-36,59658333;-61,74971111
1062;DE BARY;BUENOS AIRES;63;LOCALIDAD CONECTADA;-36,34075;-63,25986111
1067;DEL CARRIL;BUENOS AIRES;1270;LOCALIDAD CONECTADA;-35,50838889;-59,51580556
3785;DEL VISO;BUENOS AIRES;0;LOCALIDAD CONECTADA;-34,45436111;-58,79658333
4067;DERQUI;BUENOS AIRES;0;LOCALIDAD CONECTADA;-34,4913;-58,84225
1084;DIEGO GAYNOR;BUENOS AIRES;236;LOCALIDAD CONECTADA;-34,28715839;-59,2212097
1106;DUGGAN;BUENOS AIRES;573;LOCALIDAD CONECTADA;-34,21148889;-59,63817222
1120;EL ARBOLITO;BUENOS AIRES;199;LOCALIDAD CONECTADA;-33,914387;-60,945069
1162;EL DORADO;BUENOS AIRES;318;LOCALIDAD CONECTADA;-34,64856389;-61,58135
1200;EL PARAISO;BUENOS AIRES;423;LOCALIDAD CONECTADA;-33,56727778;-59,98036111
1241;EL SOCORRO - VILLA ANGELICA;BUENOS AIRES;1201;LOCALIDAD CONECTADA;-33,66437778;-60,70798056
1272;EMILIO AYARZA;BUENOS AIRES;87;LOCALIDAD CONECTADA;-34,74722;-60,04021
1273;EMILIO V. BUNGE;BUENOS AIRES;1986;LOCALIDAD CONECTADA;-34,78573889;-63,19333611
1373;FONTEZUELA;BUENOS AIRES;365;LOCALIDAD CONECTADA;-33,911901;-60,458912
1386;FORTIN TIBURCIO;BUENOS AIRES;257;LOCALIDAD CONECTADA;-34,34672;-61,132941
1391;FRANCISCO MADERO;BUENOS AIRES;1389;LOCALIDAD CONECTADA;-35,84960833;-62,06741111
1393;FRANKLIN;BUENOS AIRES;87;LOCALIDAD CONECTADA;-34,60917778;-59,62936111
1405;GAHAN;BUENOS AIRES;648;LOCALIDAD CONECTADA;-34,337277;-60,099472
1426;GENERAL ALVEAR;BUENOS AIRES;9812;LOCALIDAD CONECTADA;-36,021356;-60,002742
1429;GENERAL ARENALES;BUENOS AIRES;4321;LOCALIDAD CONECTADA;-34,30466349;-61,30566887
1432;GENERAL BELGRANO;BUENOS AIRES;15394;LOCALIDAD CONECTADA;-35,76403056;-58,48758889
1438;GENERAL DANIEL CERRI;BUENOS AIRES;6745;LOCALIDAD CONECTADA;-38,715294;-62,402205
1449;GENERAL JUAN MADARIAGA;BUENOS AIRES;18089;LOCALIDAD CONECTADA;-37,00547222;-57,11680556
1450;GENERAL LA MADRID;BUENOS AIRES;8073;LOCALIDAD CONECTADA;-37,24506111;-61,25305833
1469;GENERAL RIVAS;BUENOS AIRES;478;LOCALIDAD CONECTADA;-34,6082551;-59,74939136
1472;GENERAL RODRIGUEZ;BUENOS AIRES;85315;LOCALIDAD CONECTADA;-34,60744167;-58,96486944
1473;GENERAL ROJO;BUENOS AIRES;2464;LOCALIDAD CONECTADA;-33,466036;-60,284136
1477;GENERAL VILLEGAS;BUENOS AIRES;18275;LOCALIDAD CONECTADA;-35,046734;-63,015294
1482;GOBERNADOR CASTRO;BUENOS AIRES;2607;LOCALIDAD CONECTADA;-33,66151389;-59,87133611
1505;GONZALEZ MORENO;BUENOS AIRES;1610;LOCALIDAD CONECTADA;-35,55708212;-63,38075156
1507;GOROSTIAGA;BUENOS AIRES;324;LOCALIDAD CONECTADA;-34,83892;-59,8672
1509;GOWLAND;BUENOS AIRES;1738;LOCALIDAD CONECTADA;-34,654556;-59,3595
1528;GUAMINI;BUENOS AIRES;2845;LOCALIDAD CONECTADA;-37,01524167;-62,42320278
1544;GUERRICO;BUENOS AIRES;774;LOCALIDAD CONECTADA;-33,672828;-60,401365
1554;HENDERSON;BUENOS AIRES;8645;LOCALIDAD CONECTADA;-36,29738889;-61,72328611
1564;HERRERA VEGAS;BUENOS AIRES;115;LOCALIDAD CONECTADA;-36,086148;-61,408251
1567;HILARIO ASCASUBI;BUENOS AIRES;3427;LOCALIDAD CONECTADA;-39,37578096;-62,64847398
1625;INGENIERO THOMPSON;BUENOS AIRES;150;LOCALIDAD CONECTADA;-36,611728;-62,914335
1634;IRALA;BUENOS AIRES;400;LOCALIDAD CONECTADA;-34,7726194;-60,6908111
4013;IRIARTE;BUENOS AIRES;0;LOCALIDAD CONECTADA;-34,41622778;-61,928475
1667;JORGE BORN EX TOMAS JOFRE;BUENOS AIRES;201;LOCALIDAD CONECTADA;-34,70049972;-59,31645255
1673;JOSE MARIA JAUREGUI;BUENOS AIRES;9140;LOCALIDAD CONECTADA;-34,60285533;-59,17575291
1677;JUAN A. DE LA PEÑA;BUENOS AIRES;211;LOCALIDAD CONECTADA;-33,830587;-60,487968
1678;JUAN A. PRADERE;BUENOS AIRES;521;LOCALIDAD CONECTADA;-39,60130556;-62,65047222
1679;JUAN ANCHORENA;BUENOS AIRES;976;LOCALIDAD CONECTADA;-33,925028;-60,382051
1682;JUAN BAUTISTA ALBERDI;BUENOS AIRES;3404;LOCALIDAD CONECTADA;-34,4379944;-61,8098167
1689;JUAN JOSE PASO;BUENOS AIRES;2176;LOCALIDAD CONECTADA;-35,85516231;-62,29805568
1699;JUNIN;BUENOS AIRES;87509;LOCALIDAD CONECTADA;-34,56901944;-60,93161111
1719;LA AURORA;BUENOS AIRES;531;LOCALIDAD CONECTADA;-35,408035;-61,207458
1751;LA COLINA;BUENOS AIRES;663;LOCALIDAD CONECTADA;-37,360116;-61,540074
1769;LA EMILIA;BUENOS AIRES;5325;LOCALIDAD CONECTADA;-33,353608;-60,313197
1803;LA LUISA;BUENOS AIRES;230;LOCALIDAD CONECTADA;-34,13006667;-59,93204167
1830;LA PLATA;BUENOS AIRES;643133;LOCALIDAD CONECTADA;-34,94259167;-57,97458056
1851;LA RICA;BUENOS AIRES;118;LOCALIDAD CONECTADA;-34,97243244;-59,86162235
1884;LAGUNA ALSINA;BUENOS AIRES;1677;LOCALIDAD CONECTADA;-36,807011;-62,250944
1889;LAGUNA DE LOBOS;BUENOS AIRES;509;LOCALIDAD CONECTADA;-35,274742;-59,134056
1897;LAGUNA VITEL;BUENOS AIRES;41;LOCALIDAD CONECTADA;-35,54325;-58,137444
1909;LAPLACETTE;BUENOS AIRES;22;LOCALIDAD CONECTADA;-34,720701;-61,155771
1910;LAPRIDA;BUENOS AIRES;8840;LOCALIDAD CONECTADA;-37,546806;-60,812333
1919;LAS ARMAS;BUENOS AIRES;365;LOCALIDAD CONECTADA;-37,0842;-57,827286
1998;LAS TONINAS;BUENOS AIRES;5278;LOCALIDAD CONECTADA;-36,488492;-56,701869
2013;LEANDRO N. ALEM;BUENOS AIRES;2468;LOCALIDAD CONECTADA;-34,5226194;-61,3909916
2028;LIMA;BUENOS AIRES;10219;LOCALIDAD CONECTADA;-34,04135041;-59,19685753
2030;LINCOLN;BUENOS AIRES;28051;LOCALIDAD CONECTADA;-34,868833;-61,5125
2035;LOBOS;BUENOS AIRES;29868;LOCALIDAD CONECTADA;-35,19045;-59,082083
2046;LOMAS DEL RIO LUJAN;BUENOS AIRES;261;LOCALIDAD CONECTADA;-34,281169;-58,891861
2050;LOPEZ;BUENOS AIRES;138;LOCALIDAD CONECTADA;-37,552344;-59,628589
2052;LOPEZ LECUBE;BUENOS AIRES;32;LOCALIDAD CONECTADA;-38,117941;-62,725311
2060;LOS ANGELES;BUENOS AIRES;54;LOCALIDAD CONECTADA;-34,45546;-60,17889
2115;LOS PINOS;BUENOS AIRES;337;LOCALIDAD CONECTADA;-37,943169;-58,324894
2133;LOS TOLDOS;BUENOS AIRES;14496;LOCALIDAD CONECTADA;-35,001583;-61,040231
2148;LUCAS MONTEVERDE;BUENOS AIRES;63;LOCALIDAD CONECTADA;-35,485103;-59,989922
2156;LUJAN;BUENOS AIRES;97363;LOCALIDAD CONECTADA;-34,579061;-59,109503
2172;MAGDALA;BUENOS AIRES;195;LOCALIDAD CONECTADA;-36,08532;-61,722633
2198;MANUEL OCAMPO;BUENOS AIRES;1078;LOCALIDAD CONECTADA;-33,765386;-60,650369
2203;MAR AZUL;BUENOS AIRES;1797;LOCALIDAD CONECTADA;-37,33247155;-57,04112503
2204;MAR CHIQUITA;BUENOS AIRES;533;LOCALIDAD CONECTADA;-37,742686;-57,433025
2206;MAR DE COBO;BUENOS AIRES;760;LOCALIDAD CONECTADA;-37,773969;-57,453917
2207;MAR DEL PLATA;BUENOS AIRES;593337;LOCALIDAD CONECTADA;-37,9973778;-57,5503917
2211;MARCELINO UGARTE;BUENOS AIRES;76;LOCALIDAD CONECTADA;-35,351789;-60,745025
2213;MARCOS PAZ;BUENOS AIRES;50460;LOCALIDAD CONECTADA;-34,85748611;-58,89065
2224;MARIANO BENITEZ;BUENOS AIRES;168;LOCALIDAD CONECTADA;-33,70775;-60,584667
2226;MARIANO H. ALFONSO;BUENOS AIRES;1043;LOCALIDAD CONECTADA;-33,91575;-60,836028
2243;MAYOR BURATOVICH;BUENOS AIRES;5372;LOCALIDAD CONECTADA;-39,26159167;-62,61654722
2262;MERCEDES;BUENOS AIRES;56116;LOCALIDAD CONECTADA;-34,675156;-59,440553
2335;MORSE;BUENOS AIRES;563;LOCALIDAD CONECTADA;-34,758847;-60,840369
2347;NAPALEUFU;BUENOS AIRES;374;LOCALIDAD CONECTADA;-37,628944;-58,747564
2353;NAVARRO;BUENOS AIRES;13224;LOCALIDAD CONECTADA;-35,008928;-59,281853
2379;NUEVA PLATA;BUENOS AIRES;206;LOCALIDAD CONECTADA;-35,92114;-61,810266
2395;O'HIGGINS;BUENOS AIRES;1266;LOCALIDAD CONECTADA;-34,5838;-60,703739
2403;OLAVARRIA;BUENOS AIRES;89721;LOCALIDAD CONECTADA;-36,885419;-60,309583
2408;OLIVERA;BUENOS AIRES;1926;LOCALIDAD CONECTADA;-34,627317;-59,2554
2414;OPEN DOOR;BUENOS AIRES;5265;LOCALIDAD CONECTADA;-34,490486;-59,074358
2465;PARADA ROBLES - PAVON;BUENOS AIRES;8941;LOCALIDAD CONECTADA;-34,37675;-59,117917
2473;PARAJE PAVON - LA ESMERALDA;BUENOS AIRES;989;LOCALIDAD CONECTADA;-36,712594;-56,732797
2501;PATRICIOS;BUENOS AIRES;745;LOCALIDAD CONECTADA;-35,439027;-60,716524
2512;PEDRO LURO;BUENOS AIRES;9494;LOCALIDAD CONECTADA;-39,502842;-62,680856
2514;PEHUAJO;BUENOS AIRES;31533;LOCALIDAD CONECTADA;-35,808664;-61,886181
2515;PELLEGRINI;BUENOS AIRES;5115;LOCALIDAD CONECTADA;-36,270811;-63,157499
2520;PERGAMINO;BUENOS AIRES;91399;LOCALIDAD CONECTADA;-33,860639;-60,571472
2538;PIEDRITAS;BUENOS AIRES;2160;LOCALIDAD CONECTADA;-34,774083;-62,983417
2541;PIGÜE;BUENOS AIRES;14383;LOCALIDAD CONECTADA;-37,604389;-62,410028
2543;PILAR;BUENOS AIRES;296826;LOCALIDAD CONECTADA;-34,458664;-58,8661
2549;PINAMAR;BUENOS AIRES;25397;LOCALIDAD CONECTADA;-37,117656;-56,896778
2625;PUAN;BUENOS AIRES;4743;LOCALIDAD CONECTADA;-37,549146;-62,768711
2634;PUEBLO GOUIN;BUENOS AIRES;122;LOCALIDAD CONECTADA;-34,49266;-59,80441
2727;RAFAEL OBLIGADO;BUENOS AIRES;901;LOCALIDAD CONECTADA;-34,355977;-60,782604
2731;RAMALLO;BUENOS AIRES;13319;LOCALIDAD CONECTADA;-33,49335833;-60,01433611
2741;RANCAGUA;BUENOS AIRES;695;LOCALIDAD CONECTADA;-34,030475;-60,501369
2743;RANCHOS;BUENOS AIRES;7916;LOCALIDAD CONECTADA;-35,519417;-58,309639
2748;RAUCH;BUENOS AIRES;12705;LOCALIDAD CONECTADA;-36,775611;-59,077289
2749;RAWSON;BUENOS AIRES;2123;LOCALIDAD CONECTADA;-34,60525;-60,06969
2799;RIO TALA;BUENOS AIRES;1814;LOCALIDAD CONECTADA;-33,76966086;-59,63911192
2806;RIVERA;BUENOS AIRES;3217;LOCALIDAD CONECTADA;-37,155926;-63,244268
2818;ROJAS;BUENOS AIRES;19766;LOCALIDAD CONECTADA;-34,208253;-60,72754
2823;ROQUE PEREZ;BUENOS AIRES;10358;LOCALIDAD CONECTADA;-35,401994;-59,340283
2841;SAAVEDRA;BUENOS AIRES;2276;LOCALIDAD CONECTADA;-37,762572;-62,347044
2845;SAFORCADA;BUENOS AIRES;431;LOCALIDAD CONECTADA;-34,577542;-61,075861
2850;SALADILLO;BUENOS AIRES;26763;LOCALIDAD CONECTADA;-35,634893;-59,786639
2858;SALIQUELO;BUENOS AIRES;7617;LOCALIDAD CONECTADA;-36,751767;-62,9604
2862;SALTO;BUENOS AIRES;27466;LOCALIDAD CONECTADA;-34,30625;-60,246444
2868;SALVADOR MARIA;BUENOS AIRES;830;LOCALIDAD CONECTADA;-35,300167;-59,172833
2878;SAN ANDRES DE GILES;BUENOS AIRES;16243;LOCALIDAD CONECTADA;-34,447194;-59,441972
2886;SAN ANTONIO DE ARECO;BUENOS AIRES;19768;LOCALIDAD CONECTADA;-34,242144;-59,474158
2902;SAN CARLOS DE BOLIVAR;BUENOS AIRES;26242;LOCALIDAD CONECTADA;-36,23825153;-61,12312154
2961;SAN JOSE;BUENOS AIRES;2234;LOCALIDAD CONECTADA;-37,50651014;-61,92107029
3007;SAN MIGUEL DEL MONTE;BUENOS AIRES;17005;LOCALIDAD CONECTADA;-35,447556;-58,81475
3010;SAN NICOLAS DE LOS ARROYOS;BUENOS AIRES;133602;LOCALIDAD CONECTADA;-33,338883;-60,200961
3035;SAN SEBASTIAN;BUENOS AIRES;166;LOCALIDAD CONECTADA;-34,9434722;-59,7043055
3037;SAN VICENTE;BUENOS AIRES;58165;LOCALIDAD CONECTADA;-35,026691;-58,434686
3059;SANTA CLARA DEL MAR;BUENOS AIRES;7713;LOCALIDAD CONECTADA;-37,842042;-57,507356
3086;SANTA REGINA;BUENOS AIRES;554;LOCALIDAD CONECTADA;-34,54884671;-63,17312058
3104;SANTA TRINIDAD;BUENOS AIRES;1474;LOCALIDAD CONECTADA;-37,48786389;-61,92400278
3156;SIERRA DE LOS PADRES;BUENOS AIRES;4249;LOCALIDAD CONECTADA;-37,9369;-57,78494
3179;SOLIS;BUENOS AIRES;1001;LOCALIDAD CONECTADA;-34,297386;-59,323536
3183;STROEDER;BUENOS AIRES;1998;LOCALIDAD CONECTADA;-40,188158;-62,621825
3187;SUIPACHA;BUENOS AIRES;8403;LOCALIDAD CONECTADA;-34,776292;-59,696286
3214;TANDIL;BUENOS AIRES;116916;LOCALIDAD CONECTADA;-37,29973889;-59,13361111
3217;TAPALQUE;BUENOS AIRES;7444;LOCALIDAD CONECTADA;-36,360978;-60,031272
3234;TENIENTE ORIGONE;BUENOS AIRES;145;LOCALIDAD CONECTADA;-39,061344;-62,571014
3256;TODD;BUENOS AIRES;732;LOCALIDAD CONECTADA;-34,034443;-60,153441
3264;TORNQUIST;BUENOS AIRES;6473;LOCALIDAD CONECTADA;-38,105861;-62,216778
3267;TORRES;BUENOS AIRES;2664;LOCALIDAD CONECTADA;-34,429694;-59,131639
3282;TRENQUE LAUQUEN;BUENOS AIRES;33442;LOCALIDAD CONECTADA;-35,971336;-62,748289
3283;TRES ALGARROBOS;BUENOS AIRES;3201;LOCALIDAD CONECTADA;-35,196;-62,772722
3291;TRES LOMAS;BUENOS AIRES;8061;LOCALIDAD CONECTADA;-36,465908;-62,865686
3317;URIBELARREA;BUENOS AIRES;1282;LOCALIDAD CONECTADA;-35,123633;-58,891403
3339;VEDIA;BUENOS AIRES;8827;LOCALIDAD CONECTADA;-34,491353;-61,547914
3368;VILLA ALSINA;BUENOS AIRES;1488;LOCALIDAD CONECTADA;-33,907189;-59,392931
3394;VILLA CASTELAR;BUENOS AIRES;31;LOCALIDAD CONECTADA;-37,3929833;-62,8046277
3464;VILLA GENERAL SAVIO;BUENOS AIRES;1511;LOCALIDAD CONECTADA;-33,438278;-60,147944
3465;VILLA GESELL;BUENOS AIRES;29593;LOCALIDAD CONECTADA;-37,256008;-56,974533
3489;VILLA LAGUNA LA BRAVA;BUENOS AIRES;115;LOCALIDAD CONECTADA;-37,856886;-57,980419
3538;VILLA RAMALLO;BUENOS AIRES;11280;LOCALIDAD CONECTADA;-33,502018;-60,066802
3550;VILLA RUIZ;BUENOS AIRES;477;LOCALIDAD CONECTADA;-34,4307416;-59,2613166
3595;VILLALONGA;BUENOS AIRES;4517;LOCALIDAD CONECTADA;-39,911217;-62,615278
3596;VILLANUEVA;BUENOS AIRES;537;LOCALIDAD CONECTADA;-35,675036;-58,435992
3600;VIÑA;BUENOS AIRES;464;LOCALIDAD CONECTADA;-33,989853;-60,23051
3638;ZARATE;BUENOS AIRES;98522;LOCALIDAD CONECTADA;-34,105194;-59,048278
3639;ZAVALIA;BUENOS AIRES;327;LOCALIDAD CONECTADA;-34,89458;-61,007927
1287;CABA;CABA;2954644;LOCALIDAD CONECTADA;-34,602426;-58,379641
207;AMADORES;CATAMARCA;172;LOCALIDAD CONECTADA;-28,261783;-65,637833
514;BELEN;CATAMARCA;12256;LOCALIDAD CONECTADA;-27,64672222;-67,02038889
643;CAPAYAN;CATAMARCA;636;LOCALIDAD CONECTADA;-28,760092;-66,048739
707;CASPICHANGO;CATAMARCA;39;LOCALIDAD CONECTADA;-26,732878;-65,952222
745;CERRO NEGRO;CATAMARCA;24;LOCALIDAD CONECTADA;-28,259194;-67,135444
762;CHAÑAR PUNCO;CATAMARCA;1736;LOCALIDAD CONECTADA;-26,709442;-66,066752
807;CHUMBICHA;CATAMARCA;4531;LOCALIDAD CONECTADA;-28,8570138;-66,2354666
875;COLONIA DEL VALLE;CATAMARCA;854;LOCALIDAD CONECTADA;-28,653058;-65,868058
906;COLONIA NUEVA CONETA;CATAMARCA;1951;LOCALIDAD CONECTADA;-28,579003;-65,834958
963;CONDOR HUASI;CATAMARCA;254;LOCALIDAD CONECTADA;-27,495422;-67,095831
965;CONETA;CATAMARCA;653;LOCALIDAD CONECTADA;-28,585833;-65,890556
1158;EL DESMONTE;CATAMARCA;144;LOCALIDAD CONECTADA;-26,88487778;-66,09943611
1210;EL PORTEZUELO;CATAMARCA;410;LOCALIDAD CONECTADA;-28,4722222;-65,6361111
1215;EL PUEBLITO;CATAMARCA;58;LOCALIDAD CONECTADA;-28,289861;-67,162722
1234;EL SALADO;CATAMARCA;574;LOCALIDAD CONECTADA;-28,304858;-67,246761
1349;FAMATANCA;CATAMARCA;589;LOCALIDAD CONECTADA;-26,778611;-66,082833
1402;FUERTE QUEMADO;CATAMARCA;459;LOCALIDAD CONECTADA;-26,62673527;-66,04818923
1581;HUALFIN;CATAMARCA;987;LOCALIDAD CONECTADA;-27,223389;-66,833444
1586;HUAYCAMA 1;CATAMARCA;166;LOCALIDAD CONECTADA;-28,513931;-65,672817
1591;HUILLAPIMA;CATAMARCA;2416;LOCALIDAD CONECTADA;-28,724342;-65,976894
1654;JACIPUNCO;CATAMARCA;361;LOCALIDAD CONECTADA;-27,242214;-67,005042
1923;LA BAJADA;CATAMARCA;141;LOCALIDAD CONECTADA;-28,381619;-65,620669
1810;LA MERCED;CATAMARCA;1759;LOCALIDAD CONECTADA;-28,153925;-65,660364
1842;LA PUNTILLA;CATAMARCA;236;LOCALIDAD CONECTADA;-27,68553545;-66,99396451
1873;LA VIÑA;CATAMARCA;129;LOCALIDAD CONECTADA;-28,03724065;-65,59662627
3742;LAS JUNTAS;CATAMARCA;304;LOCALIDAD CONECTADA;-27,53592222;-67,11920833
1971;LAS MOJARRAS;CATAMARCA;959;LOCALIDAD CONECTADA;-26,673578;-66,057472
2048;LONDRES;CATAMARCA;2456;LOCALIDAD CONECTADA;-27,716881;-67,139125
2055;LORO HUASI;CATAMARCA;1547;LOCALIDAD CONECTADA;-26,736158;-66,053408
2108;LOS NACIMIENTOS;CATAMARCA;215;LOCALIDAD CONECTADA;-27,165444;-66,7355
2283;MIRAFLORES;CATAMARCA;1650;LOCALIDAD CONECTADA;-28,5979916;-65,9039055
2316;MONTE POTRERO;CATAMARCA;186;LOCALIDAD CONECTADA;-28,180058;-65,662561
2440;PALO LABRADO;CATAMARCA;223;LOCALIDAD CONECTADA;-28,318328;-65,619367
2656;PUERTA DE CORRAL QUEMADO;CATAMARCA;575;LOCALIDAD CONECTADA;-27,225836;-66,922222
2657;PUERTA DE SAN JOSE;CATAMARCA;277;LOCALIDAD CONECTADA;-27,548972;-67,004678
