ID_SITIO;LOCALIDAD;PROVINCIA;POBLACION;PLAN;Latitud;Longitud
3630;YERBA BUENA;TUCUMAN;57392;LOCALIDAD CONECTADA;-26,811678;-65,265672
3488;VILLA MELIQUINA;NEUQUEN;350;LOCALIDAD CONECTADA;-40,31834722;-71,38239167
4069;PAMPA CURACO;NEUQUEN;0;LOCALIDAD CONECTADA;-39,61722151;-70,3419801
3405;VILLA CONSTITUCION;SANTA FE;47903;LOCALIDAD CONECTADA;-33,233367;-60,337533
4081;POLO TECNOLOGICO GODOY CRUZ;MENDOZA;191903;LOCALIDAD CONECTADA;-32,93935833;-68,821
1646;ET ITA-IBATE;CORRIENTES;4115;LOCALIDAD CONECTADA;-27,446612;-57,336412
2489;PASO DE LA PATRIA-ET PIRAYU;CORRIENTES;1809;LOCALIDAD CONECTADA;-27,322551;-58,566263
1439;GENERAL DEHEZA;CORDOBA;11061;LOCALIDAD CONECTADA;-32,78053889;-63,83031944
1650;ITUZAINGO;CORRIENTES;19575;LOCALIDAD CONECTADA;-27,568023;-56,674716
1141;EL CHALTEN;SANTA CRUZ;1627;LOCALIDAD CONECTADA;-49,332475;-72,880889
2107;LOS MUCHACHOS-LA ALBORADA;SANTA FE;129;LOCALIDAD CONECTADA;-33,08751111;-60,71164444
